Animal ID,Other Identifiers,Response Date,Country,State,County,Location,Latitude,Longitude,Vital Status,Species,Sex,AgeClass,Confirmed Entanglement,Entanglement Type,Entanglement Fishery Certainty,Entanglement Fishery Type,Gear Location - Body,Gear Location - Head,Gear Location - Mouth,Gear Location - Left Pec Flipper,Gear Location - Right Pec Flipper,Gear Location - Tailstock,Gear Location - Flukes,Gear Location - Unknown,Gear Material - Buoy,Gear Material - Rope,Gear Material - Trap,Gear Material - Monofilament,Gear Material - Net,Gear Material - Other,Gear Material - Unknown
19981001Mn,,10/1/98,USA,California,Santa Cruz,5 MILES OFFSHORE SANTA CRUZ,36.73300171,-122.1829987,Alive,Humpback Whale,Unknown,Subadult,Confirmed Entangled,Unknown,,,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
19981012Mn,,10/12/98,USA,California,San Mateo,"6 MILES OFF BODEGA HEAD, BODEGA BAY",,,Alive,Humpback Whale,Unknown,Subadult,Confirmed Entangled,Fishery,Confirmed,ComSpotPrawn,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No
19981023Er,,10/23/98,USA,California,Los Angeles,"LOS ANGELES HARBOR ENTRANCE, SAN PEDRO",,,Alive,Gray Whale,Unknown,Calf,Confirmed Entangled,Unknown,,,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No
19981117Pm,"DN-LB-0841, specimen number WEW0008",11/17/98,USA,California,Monterey,70 MILES WEST OF MONTEREY,36.02999878,-122.8580017,Dead,Sperm Whale,Unknown,Unknown,Confirmed Entangled,Fishery,Confirmed,DriftGillnet,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No
19981130Er,,11/30/98,USA,California,San Diego,1.5 MILES WEST OF MISSION BAY JETTY,,,Alive,Gray Whale,Unknown,Calf,Confirmed Entangled,Fishery,Confirmed,ComLobster,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No
19990111Er,AXR0042 - Observer Biopsy,1/11/99,USA,California,San Diego,40 MILES WEST OF SAN DIEGO,,,Dead,Gray Whale,Unknown,Unknown,Confirmed Entangled,Fishery,Confirmed,DriftGillnet,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No
19990304Er,,3/4/99,USA,California,Los Angeles,"BETWEEN POINT VICENTE AND POINT FERMIN, RANCHO PALOS",33.59999847,-118.25,Alive,Gray Whale,Unknown,Unknown,Confirmed Entangled,Fishery,Confirmed,Net,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No
19990314Er,,3/14/99,USA,California,Los Angeles,"1.5 MILES OFF ROCKY POINT, RANCHO PALOS VERDES",,,Alive,Gray Whale,Unknown,Unknown,Confirmed Entangled,Fishery,Confirmed,Gillnet,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No
19990624Er,,6/24/99,USA,California,Ventura,"10 MILES OFFSHORE, PORT HUENEME",34.11700058,-119.3830032,Dead,Gray Whale,Unknown,Subadult,Confirmed Entangled,Unknown,,,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
19990715Er,CRC-460,7/15/99,USA,Washington,Grays Harbor,"Grayland, Twin Harbor State Park",46.50999832,-124.6999969,Dead,Gray Whale,Male,Subadult,Confirmed Entangled,Unknown,,,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No
19990718Mn_2,,7/18/99,USA,California,Monterey,"5 1/2 MILES WEST OF PFEIFFER POINT, BIG SUR",36.23300171,-121.9994125,Alive,Humpback Whale,Unknown,Calf,Confirmed Entangled,Fishery,Confirmed,Net,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No
19990718Mn_1,,7/18/99,USA,California,Monterey,"5 1/2 MILES WEST OF PFEIFFER POINT, BIG SUR",36.23300171,-121.9410019,Alive,Humpback Whale,Female,Adult,Confirmed Entangled,Fishery,Confirmed,Net,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No
19990805Er,,8/5/99,USA,California,Del Norte,2 MILES FROM CRESCENT CITY HARBOR,41.70000076,-124.2200012,Alive,Gray Whale,Unknown,Adult,Confirmed Entangled,Unknown,,,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No
19990807Er,,8/7/99,USA,California,Del Norte,Cresent City,,,Alive,Gray Whale,Unknown,Adult,Confirmed Entangled,Unknown,,,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
19991129Bp,DAC0031 - NMFS Observer Biopsy,11/29/99,USA,California,Los Angeles,SOUTHWEST OF SAN CLEMENTE ISLAND,32.51699829,-118.7679977,Dead,Fin Whale,Male,Adult,Confirmed Entangled,Fishery,Confirmed,DriftGillnet,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No
19991129Ba,HXC0044 - NMFS Observer Biopsy,11/29/99,USA,California,Los Angeles,SOUTHWEST OF SAN CLEMENTE ISLAND,31.88400078,-118.2850037,Alive,Minke Whale,Unknown,Unknown,Confirmed Entangled,Fishery,Confirmed,DriftGillnet,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No
19991129Mn,,11/29/99,USA,California,Ventura,78 MILES WEST OF SAN NICOLAS ISLAND,33.30099869,-120.9169998,Alive,Humpback Whale,Unknown,Juvenile,Confirmed Entangled,Fishery,Confirmed,DriftGillnet,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No
20000201Er,,2/1/00,USA,California,San Diego,"SAN DIEGO BAY, near the mouth of San Diego Harbor",,,Alive,Gray Whale,Unknown,Juvenile,Confirmed Entangled,Unknown,,,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No
20000316Er,,3/16/00,USA,California,Orange,"SAN CLEMENTE PIER AREA, SAN CLEMENTE",33.38299942,-117.6169968,Alive,Gray Whale,Unknown,Unknown,Confirmed Entangled,Unknown,,,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
20000327Er,,3/27/00,USA,California,Los Angeles,"POINT DUME, MALIBU",,,Alive,Gray Whale,Unknown,Juvenile,Confirmed Entangled,Unknown,,,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
20000330Er,,3/30/00,USA,California,Los Angeles,0.5 MILES SOUTH OF LONG BEACH BREAKWATER,,,Dead,Gray Whale,Female,Unknown,Confirmed Entangled,Fishery,Confirmed,Gillnet,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No
20000404Er,VAFB-00-001,4/4/00,USA,California,Santa Barbara,"300 METERS NORTH OF TRAIL ACCESS TO SURF BEACH FROM OCEAN ROAD, VANDENBERG",,,Dead,Gray Whale,Unknown,Unknown,Confirmed Entangled,Fishery,Confirmed,Rock Crab,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No
20000610Er,,6/10/00,USA,California,Santa Cruz,OFFSHORE APTOS,,,Alive,Gray Whale,Unknown,Juvenile,Confirmed Entangled,Unknown,,,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No
20000707Mn,,7/7/00,USA,California,Monterey,"7 MILES NORTH OF POINT PINOS, MONTEREY",36.71699905,-121.9980011,Alive,Humpback Whale,Unknown,Calf,Confirmed Entangled,Fishery,Confirmed,Gillnet,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No
20000830Mn,,8/30/00,USA,California,San Luis Obispo,"5 MILES OFFSHORE GROVER BEACH, GROVER CITY",35.08300018,-120.6999969,Alive,Humpback Whale,Unknown,Calf,Confirmed Entangled,Unknown,,,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No
20001118Mn,MLML-MN-852,11/18/00,USA,California,Monterey,"MOSS LANDING BEACH, 100 METERS SOUTH OF MLML",,,Dead,Humpback Whale,Female,Adult,Confirmed Entangled,Unknown,,,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No
20010923Mn,,9/23/01,USA,California,Marin,8 MILES OFFSHORE  POINT BONITA,37.78300095,-122.5670013,Alive,Humpback Whale,Unknown,Subadult,Confirmed Entangled,Unknown,,,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
20011007Mn,,10/7/01,USA,California,Marin,2.5 miles off Point Bonita,,,Alive,Humpback Whale,Unknown,Subadult,Confirmed Entangled,Unknown,,,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
20020424Er,,4/24/02,USA,California,Santa Barbara,"WEST OF COAL POINT, ISLA VISTA",,,Alive,Gray Whale,Unknown,Unknown,Confirmed Entangled,Unknown,,,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
20020514Er,,5/14/02,USA,California,Los Angeles,"OFFSHORE FROM POINT VICENTE, RANCHO PALOS VERDES",,,Alive,Gray Whale,Unknown,Calf,Confirmed Entangled,Unknown,,,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No
20020803Er,CRC-???; WJM-2002-1,8/3/02,USA,Washington,Grays Harbor,Ocean Shores; near Chance de la Mer Approach; Ocean City State Park,46.29999924,-124.0299988,Dead,Gray Whale,Male,Adult,Confirmed Entangled,Fishery,Confirmed,Net,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No
20030131Er,,1/31/03,USA,California,San Luis Obispo,OFFSHORE MORRO BAY,35.40999985,-121.1179962,Alive,Gray Whale,Unknown,Juvenile,Confirmed Entangled,Fishery,Confirmed,ComDungCrab,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No
20030325Er,,3/25/03,USA,California,Orange,2.5 MILES OFF SAN MATEO POINT,33.36700058,-117.6330032,Alive,Gray Whale,Unknown,Juvenile,Confirmed Entangled,Fishery,,Unknown,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
20030329Mn,,3/29/03,USA,California,Monterey,4 MILES OFFSHORE MONTEREY,,,Alive,Humpback Whale,Unknown,Adult,Confirmed Entangled,Unknown,,,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No
20030420Er,HMSC03-C2,4/20/03,USA,Oregon,Tillamook,Cape Lookout; N of Cape Lookout campground,,,Dead,Gray Whale,Female,Yearling,Confirmed Entangled,Fishery,Confirmed,ComDungCrab,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No
20030518Er,,5/18/03,USA,Washington,Island,"Clinton, WA",,,Alive,Gray Whale,Unknown,Juvenile,Confirmed Entangled,Fishery,,Unknown,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No
20030527Mn,,5/27/03,USA,California,Santa Barbara,"Channel Islands, SANTA BARBARA CHANNEL",34.16699982,-120.0169983,Alive,Humpback Whale,Unknown,Juvenile,Confirmed Entangled,Fishery,,Unknown,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No
20030710Er,CRC-491,7/10/03,USA,Washington,Grays Harbor,OCEAN CITY,47.06999969,-124.1699982,Dead,Gray Whale,Male,Subadult,Confirmed Entangled,Unknown,,,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No
20030831Mn,,8/31/03,USA,California,San Francisco,"4 MILES WEST OF FARALLON ISLANDS, IN SHIPPING LANE, SAN FRANCISCO",37.68399811,-122.9339981,Alive,Humpback Whale,Female,Adult,Confirmed Entangled,Unknown,,,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No
20031124Mn,,11/24/03,USA,California,Humboldt,2 MILES OFFSHORE CENTERVILLE,,,Alive,Humpback Whale,Unknown,Juvenile,Confirmed Entangled,Unknown,,,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
20031128Mn,,11/28/03,USA,California,Del Norte,OFFSHORE CRESCENT CITY,,,Alive,Humpback Whale,Unknown,Juvenile,Confirmed Entangled,Unknown,,,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
20040117Er,,1/17/04,USA,California,San Diego,OFFSHORE PT. LA JOLLA,32.86700058,-117.3000031,Alive,Gray Whale,Unknown,Unknown,Confirmed Entangled,Unknown,,,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
20040324Er,,3/24/04,USA,California,San Mateo,"1 MILE OFFSHORE PILLAR POINT HARBOR, HALF MOON BAY",,,Alive,Gray Whale,Unknown,Juvenile,Confirmed Entangled,Unknown,,,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No
20040412Er,WDFW-0404-03,4/12/04,USA,Oregon,Tillamook,Offshore Tillamook,,,Alive,Gray Whale,Unknown,Unknown,Confirmed Entangled,Unknown,,,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
20040514Er,CRC-501); WDFW-0504-05,5/14/04,USA,Washington,Grays Harbor,CAPE ELIZABETH,,,Dead,Gray Whale,Unknown,Subadult,Confirmed Entangled,Unknown,,,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No
20040523Mn,,5/23/04,USA,California,Monterey,"OFFSHORE CYPRESS PT., PEBBLE BEACH",,,Alive,Humpback Whale,Unknown,Unknown,Confirmed Entangled,Unknown,,,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No
20040529Er,,5/29/04,USA,Washington,Grays Harbor,"Ocean City, WA",,,Alive,Gray Whale,Unknown,Unknown,Confirmed Entangled,Unknown,,,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
20040813Er,,8/13/04,USA,California,San Diego,OFFSHORE PT. LOMA,,,Alive,Gray Whale,Unknown,Unknown,Confirmed Entangled,Fishery,Confirmed,Gillnet,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No
20040822Mn,,8/22/04,USA,California,San Luis Obispo,0.5 MILE OFFSHORE MORRO BAY,,,Alive,Humpback Whale,Unknown,Unknown,Confirmed Entangled,Fishery,Confirmed,Net,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No
20041115Mn,,11/15/04,USA,California,San Diego,13 MILES SOUTH OF SAN CLEMENTE ISLAND,32.63499832,-118.3519974,Alive,Humpback Whale,Unknown,Unknown,Confirmed Entangled,Fishery,Confirmed,DriftGillnet,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No
20050101Er,,1/1/05,USA,California,San Diego,SOUTHWEST OF SAN CLEMENTE ISLAND,33.09999847,-118.7669983,Alive,Gray Whale,Male,Unknown,Confirmed Entangled,Fishery,Confirmed,DriftGillnet,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No
20050118Uu,,1/18/05,USA,California,Santa Barbara,"OFFSHORE SAN MIGUEL ISLAND, NEAR SOUTH SIDE OF ISLAND",34,-120.3830032,Alive,Unknown,Unknown,Unknown,Confirmed Entangled,Unknown,,,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes
20050221Er,HMSC05-0221,2/21/05,USA,Oregon,Lincoln,Depoe Bay; between Depoe Bay and Yaquina Head (Newport),,,Alive,Gray Whale,Unknown,Unknown,Confirmed Entangled,Fishery,Confirmed,ComDungCrab,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No
20050226Er,,2/26/05,USA,California,Los Angeles,"4 MILES SOUTHEAST OF L.A. LIGHT, LONG BEACH",33.66999817,-118.1880035,Alive,Gray Whale,Unknown,Subadult,Confirmed Entangled,Fishery,Confirmed,Gillnet,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No
20050426Er,CRC-541,4/26/05,USA,Washington,Grays Harbor,Grayland,46.79000092,-124.0999985,Alive,Gray Whale,Male,Yearling,Confirmed Entangled,Unknown,,,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No
20050706Er,HMSC05-07-06A,7/6/05,USA,Oregon,Coos,Horsefall Beach,,,Dead,Gray Whale,Unknown,Unknown,Confirmed Entangled,Unknown,,,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No
20050812Mn,,8/12/05,USA,California,Santa Barbara,"OFF FRASER PT., BETWEEN SANTA CRUZ ISLAND & SANTA ROSA ISLAND",34.04999924,-119.9499969,Alive,Humpback Whale,Unknown,Unknown,Confirmed Entangled,Unknown,,,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No
20050825Er,,8/25/05,USA,Washington,Clallam,"Cape Flattery, 48-08N,125-21W",48.1333313,-125.3499985,Alive,Gray Whale,Unknown,Yearling,Confirmed Entangled,Fishery,Confirmed,Other,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No
20050924Mn,,9/24/05,USA,California,Monterey,"1 MILE WEST OF MOSS LANDING, 0.5 MILES OFFSHORE",,,Alive,Humpback Whale,Unknown,Juvenile,Confirmed Entangled,Fishery,Confirmed,ComSpotPrawn,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No
20051211Mn,TMMC-C-214,12/11/05,USA,California,San Francisco,"GULF OF THE FARALLONES NATIONAL MARINE SANCTUARY, 18 MILES OFFSHORE",37.99900055,-122.887001,Alive,Humpback Whale,Female,Adult,Confirmed Entangled,Fishery,Confirmed,ComDungCrab,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No
20060422Mn,,4/22/06,USA,California,Santa Barbara,"SANTA BARBARA CHANNEL, 7-10 MILES OFF EAST END OF SANTA CRUZ ISLAND",,,Alive,Humpback Whale,Unknown,Adult,Confirmed Entangled,Unknown,,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes
20060423Er,HMSC06-04-23ER,4/23/06,USA,Oregon,Tillamook,"Tip of Cape Lookout, was travelling East to West",45.3370018,-124.0049973,Alive,Gray Whale,Unknown,Unknown,Confirmed Entangled,Fishery,Confirmed,Net,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No
20060514Er,,5/14/06,USA,Oregon,Coos,Lakeside; just north of 10 Mile Creek,43.57400131,-124.2279968,Alive,Gray Whale,Male,Calf,Confirmed Entangled,Fishery,Confirmed,ComDungCrab,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No
20060520Mn,,5/20/06,USA,Oregon,Coos,"Charleston; initially sighted alive and entangled 3 miles south Simpson Reef; stranded dead on the beach near Gardener, 2.5 miles south of Farrow Park Road",43.26399994,-124.4079971,Alive,Humpback Whale,Unknown,Subadult,Confirmed Entangled,Fishery,Confirmed,ComDungCrab,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No
20060527Er,CRC-718,5/27/06,USA,Washington,Grays Harbor,"Ocean City Beach entrance, Quinalt",47.07600021,-124.1780014,Dead,Gray Whale,Male,Yearling,Confirmed Entangled,Fishery,Confirmed,ComDungCrab,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No
20060616Mn,,6/16/06,USA,California,Orange,2.5 MILES OFFSHORE SOUTH LAGUNA BEACH,33.46699905,-117.7829971,Alive,Humpback Whale,Unknown,Juvenile,Confirmed Entangled,Fishery,Confirmed,Gillnet,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No
20060831Mn,,8/31/06,USA,California,Monterey,"3 MILES OFFSHORE STILLWATER COVE, PEBBLE BEACH",36.57400131,-122.0439987,Alive,Humpback Whale,Unknown,Subadult,Confirmed Entangled,Fishery,Confirmed,Sablefish,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No
20061108Bp,CRC-778,11/8/06,USA,Washington,Snohomish,PORT OF EVERETT,47.98500061,-122.2200012,Dead,Fin Whale,Male,Subadult,Confirmed Entangled,Unknown,,,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No
20070114Er,HMSC07-01-14-ER,1/14/07,USA,Oregon,Lincoln,offshore from Waldport in 25 fathoms,44.42300034,-124.1360016,Alive,Gray Whale,Unknown,Adult,Confirmed Entangled,Fishery,Confirmed,Gillnet,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No
20070402Er,,4/2/07,USA,California,Los Angeles,"OFF PALOS VERDES POINT, RANCHO PALOS VERDES",33.78099823,-118.439003,Alive,Gray Whale,Unknown,Unknown,Confirmed Entangled,Fishery,Confirmed,Gillnet,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No
20070420Er,HMSC07-04-20-ER,4/20/07,USA,Oregon,Lincoln,Newport about 4 miles NW of Yaquina Bay jetties,44.64099884,-124.1539993,Alive,Gray Whale,Unknown,Adult,Confirmed Entangled,Fishery,Confirmed,ComDungCrab,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No
20070510Mn,,5/10/07,USA,California,Orange,OFFSHORE DANA POINT,,,Alive,Humpback Whale,Unknown,Subadult,Confirmed Entangled,Fishery,Confirmed,Gillnet,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No
20070614Uu,,6/14/07,USA,California,Santa Cruz,1 MILE OFFSHORE DAVENPORT,,,Alive,Unknown,Unknown,Unknown,Confirmed Entangled,Unknown,,,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No
20070627Er,,6/27/07,USA,California,Monterey,6/27/2007: 2 MILES OFFSHORE SALINAS RIVER MOUTH; 6/28/2007 50-75 yards off 900 block of Oceanview blvd,,,Alive,Gray Whale,Unknown,Juvenile,Confirmed Entangled,Unknown,,,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No
20070726Er,,7/26/07,USA,Washington,King,Auburn,,,Alive,Gray Whale,Unknown,Yearling,Confirmed Entangled,Fishery,Confirmed,TribalGillnet,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No
20070816Mn_1,HMSC07-08-16-MN (Stranding Field Number),8/16/07,USA,Oregon,Lincoln,DEPOE BAY,,,Alive/Dead,Humpback Whale,Unknown,Adult,Confirmed Entangled,Fishery,Confirmed,ComDungCrab,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No
20071013Uu,,10/13/07,USA,Washington,Grays Harbor,"John's River in Grays Harbor, WA",,,Alive,Unknown,Unknown,Unknown,Confirmed Entangled,Fishery,Confirmed,ComDungCrab,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
20071016Mn,CRC-12315,10/16/07,USA,California,San Mateo,"9 NMI NORTHWEST OF PILLAR POINT, HALF MOON BAY",37.53300095,-128.6829987,Alive,Humpback Whale,Male,Unknown,Confirmed Entangled,Unknown,,,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
20071029Mn,CRC-12056,10/29/07,USA,California,San Francisco,"FANNY SHOAL, OFF FARALLON ISLANDS",37.78300095,-123.25,Alive,Humpback Whale,Unknown,Adult,Confirmed Entangled,Unknown,,,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No
20080412Er,,4/12/08,USA,California,Humboldt,Off of Eureka,40.65169907,-124.5688019,Alive,Gray Whale,Unknown,Juvenile,Confirmed Entangled,Fishery,Confirmed,Other,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No
20080510Mn,,5/10/08,USA,California,Monterey,OFFSHORE MOSS LANDING,,,Alive,Humpback Whale,Unknown,Unknown,Confirmed Entangled,Fishery,Confirmed,ComDungCrab,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No
20080518Mn,,5/18/08,CAN,,,"5/18/2008=Tofino, Vancouver Island, BC 6/16/2008=Victoria, Vancouver Island; 7/15/2008 Strait of Juan de Fuca",,,Alive,Humpback Whale,Unknown,Unknown,Confirmed Entangled,Fishery,Confirmed,ComDungCrab,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No
20080531Mn,,5/31/08,CAN,,,"TOFINO, BC",,,Alive,Humpback Whale,Unknown,Unknown,Confirmed Entangled,Fishery,Confirmed,ComDungCrab,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
20080705Mn,CRC-851,7/5/08,USA,Washington,Clallam,Sekiu; off Chito Beach,48.30565643,-124.428894,Alive,Humpback Whale,Unknown,Subadult,Confirmed Entangled,Fishery,,,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No
20080826Uu,,8/26/08,USA,California,San Mateo,"250 YARDS OFFSHORE PACIFICA, North of Pacifica Pier",,,Alive,Unknown,Unknown,Calf,Confirmed Entangled,Unknown,,,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
20080901Uu,,9/1/08,USA,California,Ventura,300 YARDS OFFSHORE VENTURA; buoy was 100 yards from (lat/long provided),34.33800125,-119.4120026,Alive,Unknown,Unknown,Unknown,Confirmed Entangled,Fishery,Confirmed,ComDungCrab,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
20090113Bp,,1/13/09,USA,California,Los Angeles,12 MILES SOUTH OF LONG BEACH HARBOR LIGHT STATION,33.56700134,-118.2829971,Alive,Fin Whale,Unknown,Unknown,Confirmed Entangled,Unknown,,,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
20090118Mn,,1/18/09,USA,California,San Diego,48 MILES OFFSHORE POINT LOMA,32.5,-118.0500031,Alive,Humpback Whale,Unknown,Unknown,Confirmed Entangled,Fishery,Confirmed,DriftGillnet,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No
20090131Er,,1/31/09,USA,California,San Diego,3 MILES OFF POINT LOMA,32.61700058,-117.2829971,Alive,Gray Whale,Unknown,Unknown,Confirmed Entangled,Fishery,Confirmed,ComLobster,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
20090325Er,,3/25/09,USA,California,Orange,OFFSHORE SEAL BEACH,,,Alive,Gray Whale,Unknown,Juvenile,Confirmed Entangled,Fishery,Confirmed,Net,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No
20090608Bp,,6/8/09,USA,California,San Diego,8 MILES EAST OF SAN CLEMENTE ISLAND,33.09600067,-118.5920029,Alive,Fin Whale,Unknown,Unknown,Confirmed Entangled,Unknown,,,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No
20090624Er,,6/24/09,USA,Washington,Clallam,Neah Bay; Off shore jetty/ mid jetty,48.38000107,-124.6090012,Alive,Gray Whale,Unknown,Unknown,Confirmed Entangled,Fishery,Confirmed,TribalGillnet,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No
20090721Er,,7/21/09,USA,California,Humboldt,OFF TRINIDAD HEAD,,,Alive,Gray Whale,Female,Adult,Confirmed Entangled,Fishery,Confirmed,Gillnet,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No
20091001Mn,,10/1/09,USA,California,Santa Barbara,OFFSHORE VANDENBERG AIR FORCE BASE,,,Alive,Humpback Whale,Unknown,Unknown,Confirmed Entangled,Fishery,Confirmed,Net,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
20100305Er,,3/5/10,USA,California,San Diego,OFFSHORE POINT LOMA,,,Alive,Gray Whale,Unknown,Unknown,Confirmed Entangled,Unknown,,,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
20100407Er,,4/7/10,USA,California,Marin,"SAN FRANCISCO BAY, BETWEEN SOUTH HAMPTON SHOAL & ANGEL ISLAND",,,Alive,Gray Whale,Unknown,Unknown,Confirmed Entangled,Unknown,,,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No
20100416Er,PSU10-04-16-ER,4/16/10,USA,Oregon,Clatsop,"Gearhart, 2.2 miles north of Sunset beach access",46.13000107,-123.9550018,Dead,Gray Whale,Male,Yearling,Confirmed Entangled,Unknown,,,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No
20100416Ba,,4/16/10,USA,California,Monterey,"OFF POINT PINOS, PACIFIC GROVE",,,Alive,Minke Whale,Unknown,Unknown,Confirmed Entangled,Fishery,Confirmed,Net,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No
